电子产品名,价格（元）,销量（件）,时间,分类,品牌,原价（元）,折扣率（%）,评价数量,好评率（%）,发货地,保修期（月）
苹果 耳机 X6,423,1937,2024/7/2,耳机,苹果,574.38,26.36,939,86.83,杭州,12
联想 笔记本电脑 X9,16444,16724,2024/6/14,笔记本电脑,联想,19705.69,16.55,22,80.87,北京,24
海尔 投影仪 X6,9581,2783,2025/1/19,投影仪,海尔,11990.75,20.1,48,90.54,杭州,18
华为 电视 X6,3402,7284,2024/10/23,电视,华为,3735.22,8.92,320,84.95,广州,12
戴尔 智能穿戴 X7,574,1296,2024/6/18,智能穿戴,戴尔,629.81,8.86,549,80.32,北京,6
联想 平板电脑 X9,7944,6424,2024/11/16,平板电脑,联想,9664,17.8,497,89.28,武汉,18
小米 笔记本电脑 X3,6320,1589,2024/11/18,笔记本电脑,小米,6456.79,2.12,28,87.21,北京,18
OPPO 智能家居 X6,3164,2012,2024/7/29,智能家居,OPPO,3495.62,9.49,335,82.01,上海,18
OPPO 笔记本电脑 X9,13628,11266,2024/4/25,笔记本电脑,OPPO,17355.4,21.48,415,87.59,北京,24
海尔 笔记本电脑 X2,18464,19951,2024/11/6,笔记本电脑,海尔,22464.35,17.81,432,93.4,武汉,24
小米 耳机 X4,128,2913,2024/3/7,耳机,小米,151.1,15.29,174,84.05,成都,18
三星 投影仪 X8,2577,321,2024/8/1,投影仪,三星,2904.16,11.27,442,88.01,广州,12
三星 智能手机 X1,4636,35132,2024/9/22,智能手机,三星,6751.43,31.33,100,97.35,武汉,6
飞利浦 投影仪 X7,2926,3957,2024/12/8,投影仪,飞利浦,3662.86,20.12,777,81.91,武汉,6
联想 智能家居 X2,2835,899,2024/3/14,智能家居,联想,3728.7,23.97,904,89.35,深圳,12
OPPO 智能穿戴 X1,865,4918,2024/12/31,智能穿戴,OPPO,1168.38,25.97,763,95.35,武汉,18
海尔 智能家居 X9,3393,2573,2024/5/4,智能家居,海尔,4819.19,29.59,681,85.72,上海,24
三星 笔记本电脑 X6,11365,7513,2024/10/17,笔记本电脑,三星,15805.59,28.1,769,98.66,深圳,24
戴尔 平板电脑 X10,2275,8875,2024/4/13,平板电脑,戴尔,2442.07,6.84,990,90.1,深圳,6
三星 智能穿戴 X9,829,1961,2024/2/26,智能穿戴,三星,1085.12,23.6,440,82.42,深圳,6
小米 电视 X6,7037,6693,2024/9/12,电视,小米,9721.75,27.62,148,88.67,成都,6
小米 平板电脑 X10,2336,2461,2024/10/15,平板电脑,小米,3095.13,24.53,152,94.28,北京,18
索尼 耳机 X9,585,878,2024/12/21,耳机,索尼,856.31,31.68,488,87.16,成都,6
华为 笔记本电脑 X5,13045,14047,2024/9/11,笔记本电脑,华为,18263.35,28.57,631,84.09,成都,18
飞利浦 平板电脑 X9,4872,8010,2024/3/24,平板电脑,飞利浦,7255.81,32.85,895,98.2,成都,6
OPPO 投影仪 X6,4679,1109,2024/12/7,投影仪,OPPO,5517.54,15.2,288,90.07,上海,6
华为 耳机 X7,762,2860,2024/6/17,耳机,华为,840.89,9.38,363,98.58,成都,12
飞利浦 笔记本电脑 X10,8906,2724,2024/5/30,笔记本电脑,飞利浦,9872.93,9.79,21,83.85,武汉,18
海尔 平板电脑 X3,6694,1420,2024/9/24,平板电脑,海尔,9239.28,27.55,522,82.43,深圳,6
联想 平板电脑 X10,7880,8498,2024/6/19,平板电脑,联想,8894.66,11.41,936,94.85,武汉,24
飞利浦 笔记本电脑 X8,10946,11425,2025/1/1,笔记本电脑,飞利浦,13011.39,15.87,642,98.52,成都,24
联想 智能穿戴 X1,622,4076,2024/10/13,智能穿戴,联想,637.76,2.47,735,82.49,深圳,12
海尔 智能家居 X1,2108,1219,2024/4/1,智能家居,海尔,2927.08,27.98,990,89.56,广州,6
小米 平板电脑 X3,707,1425,2025/1/29,平板电脑,小米,1033.8,31.61,46,97.79,上海,18
戴尔 智能手机 X1,8784,33330,2024/6/1,智能手机,戴尔,12467.15,29.54,502,88.09,广州,18
OPPO 电视 X1,11243,4293,2024/7/19,电视,OPPO,11398.91,1.37,304,92.11,成都,18
飞利浦 智能家居 X8,1200,1235,2025/1/2,智能家居,飞利浦,1569.61,23.55,271,91.45,北京,18
三星 耳机 X8,118,949,2024/8/21,耳机,三星,132.48,10.93,470,89.69,深圳,18
OPPO 平板电脑 X10,3323,9882,2024/2/9,平板电脑,OPPO,4017.24,17.28,511,89.95,广州,12
索尼 投影仪 X8,898,4250,2025/1/21,投影仪,索尼,1331.54,32.56,113,88.85,广州,24
戴尔 耳机 X3,63,1862,2024/2/13,耳机,戴尔,86.42,27.1,798,80.39,广州,12
小米 投影仪 X6,2502,1935,2024/9/15,投影仪,小米,3135.81,20.21,893,89.14,上海,24
苹果 智能穿戴 X2,634,3626,2024/9/4,智能穿戴,苹果,740.73,14.41,984,91.44,深圳,6
三星 智能手机 X9,8349,13888,2024/5/20,智能手机,三星,10277.65,18.77,375,98.89,杭州,12
小米 智能家居 X6,2264,877,2025/1/15,智能家居,小米,2577.09,12.15,784,88.78,上海,12
飞利浦 电视 X5,12677,2551,2024/7/19,电视,飞利浦,17285.84,26.66,691,87.68,成都,24
华为 智能家居 X3,4874,1529,2024/6/3,智能家居,华为,7146.27,31.8,427,81.25,北京,24
OPPO 智能家居 X7,1699,1720,2025/1/9,智能家居,OPPO,1966.4,13.6,243,80.66,深圳,24
OPPO 智能家居 X9,1700,449,2025/2/6,智能家居,OPPO,2411.28,29.5,908,88.07,杭州,12
小米 笔记本电脑 X10,5268,3325,2024/5/25,笔记本电脑,小米,7635.91,31.01,303,89.49,成都,24
三星 智能手机 X6,5823,34075,2024/5/30,智能手机,三星,8543.17,31.84,939,80.83,北京,24
OPPO 智能穿戴 X4,176,4112,2024/2/26,智能穿戴,OPPO,192.38,8.51,118,97.49,成都,6
海尔 耳机 X7,147,2599,2024/8/28,耳机,海尔,210.02,30.01,767,95.5,上海,12
海尔 投影仪 X5,4578,679,2024/3/21,投影仪,海尔,5660.87,19.13,523,84.92,杭州,18
OPPO 平板电脑 X8,1166,1154,2024/9/10,平板电脑,OPPO,1302.89,10.51,995,88.2,上海,24
联想 笔记本电脑 X7,10277,16172,2024/5/6,笔记本电脑,联想,13355.16,23.05,594,98.81,成都,12
海尔 电视 X3,4707,2828,2024/10/1,电视,海尔,4876.09,3.47,604,82.02,北京,12
飞利浦 电视 X2,2773,314,2024/2/17,电视,飞利浦,4078.02,32,44,88.68,北京,6
索尼 智能家居 X10,2959,2719,2024/3/17,智能家居,索尼,3343.09,11.49,373,97.37,杭州,12
小米 耳机 X6,757,161,2024/7/4,耳机,小米,1134.2,33.26,81,93.41,杭州,24
苹果 投影仪 X7,8157,1062,2024/4/20,投影仪,苹果,8948.27,8.84,884,81.99,深圳,6
海尔 投影仪 X2,2760,3703,2025/1/13,投影仪,海尔,4098.07,32.65,198,94.38,深圳,12
索尼 智能手机 X5,9878,49739,2024/12/15,智能手机,索尼,13808.64,28.47,555,90.31,北京,18
华为 投影仪 X7,5057,3926,2024/2/12,投影仪,华为,6487.66,22.05,34,91.53,武汉,24
三星 智能家居 X2,3424,178,2024/5/15,智能家居,三星,4094.1,16.37,142,83.2,杭州,6
戴尔 投影仪 X10,6965,2979,2025/1/11,投影仪,戴尔,9093.32,23.41,826,83.72,广州,12
三星 智能家居 X2,4318,1157,2024/4/20,智能家居,三星,4331.97,0.32,928,89.01,深圳,18
小米 耳机 X5,899,1406,2024/7/16,耳机,小米,1208.76,25.63,785,85.49,北京,6
飞利浦 平板电脑 X1,2862,2320,2024/10/2,平板电脑,飞利浦,3887.24,26.37,741,89.06,杭州,12
小米 平板电脑 X3,3268,2713,2024/12/4,平板电脑,小米,3967.84,17.64,387,83.97,北京,24
三星 笔记本电脑 X8,9462,12327,2024/12/2,笔记本电脑,三星,12419.75,23.81,975,86.94,北京,12
索尼 投影仪 X10,4768,4639,2024/2/20,投影仪,索尼,5728.2,16.76,368,96.47,广州,12
海尔 平板电脑 X5,2734,4801,2024/7/6,平板电脑,海尔,3771.78,27.51,216,80.89,成都,6
小米 投影仪 X7,7269,2398,2025/1/29,投影仪,小米,9637.13,24.57,67,94.99,上海,12
苹果 笔记本电脑 X8,5730,17459,2024/9/9,笔记本电脑,苹果,7265.21,21.13,991,95.01,上海,6
飞利浦 平板电脑 X5,1444,971,2024/7/22,平板电脑,飞利浦,1778.06,18.79,217,83.71,杭州,24
海尔 投影仪 X2,4633,2932,2024/10/15,投影仪,海尔,6393.73,27.54,790,98.98,广州,6
小米 笔记本电脑 X7,8184,19986,2024/6/18,笔记本电脑,小米,8935.29,8.41,387,89.66,广州,24
海尔 电视 X9,10270,6497,2024/8/12,电视,海尔,15264.62,32.72,536,87.98,杭州,18
小米 投影仪 X6,6004,2801,2024/6/15,投影仪,小米,8129.99,26.15,86,81.71,武汉,12
苹果 投影仪 X3,5914,4208,2024/3/4,投影仪,苹果,7487.64,21.02,655,81.52,深圳,12
飞利浦 平板电脑 X3,1068,2226,2024/3/17,平板电脑,飞利浦,1094.64,2.43,137,82.09,深圳,6
海尔 耳机 X1,151,656,2024/6/14,耳机,海尔,156.02,3.22,409,96.13,深圳,6
小米 投影仪 X5,1536,1983,2024/8/29,投影仪,小米,2248.78,31.7,429,96.49,武汉,12
苹果 投影仪 X1,1622,371,2024/10/11,投影仪,苹果,1889.1,14.14,884,80.58,杭州,6
华为 智能家居 X9,784,1611,2024/4/24,智能家居,华为,1131.76,30.73,542,89.94,杭州,18
戴尔 投影仪 X3,9433,2936,2024/4/2,投影仪,戴尔,9534.84,1.07,34,80.63,武汉,6
联想 耳机 X6,806,2878,2025/1/9,耳机,联想,878.21,8.22,876,83.66,广州,6
飞利浦 平板电脑 X4,2374,8809,2024/5/22,平板电脑,飞利浦,3194.58,25.69,897,91,武汉,6
小米 平板电脑 X2,7363,4226,2024/4/14,平板电脑,小米,10094.06,27.06,362,84.88,杭州,24
海尔 投影仪 X3,2180,2757,2024/3/25,投影仪,海尔,3116.77,30.06,545,97.06,杭州,18
飞利浦 智能手机 X5,6435,28986,2024/5/23,智能手机,飞利浦,8123.47,20.79,249,92.99,广州,24
华为 电视 X6,7447,3245,2024/11/7,电视,华为,7745.05,3.85,503,97.15,广州,12
华为 平板电脑 X2,3940,5967,2024/5/20,平板电脑,华为,5888.03,33.08,327,98.52,武汉,24
三星 智能穿戴 X6,118,720,2024/10/8,智能穿戴,三星,166.71,29.22,697,95.22,广州,6
华为 笔记本电脑 X1,15549,11484,2024/10/11,笔记本电脑,华为,17632.45,11.82,602,87.86,杭州,24
戴尔 投影仪 X1,5222,3478,2024/4/10,投影仪,戴尔,7339.05,28.85,702,87.66,杭州,12
索尼 电视 X2,4162,5130,2025/1/21,电视,索尼,4640.93,10.32,148,86.99,杭州,24
戴尔 笔记本电脑 X1,15033,18010,2024/5/22,笔记本电脑,戴尔,20060.06,25.06,80,90.76,武汉,6
小米 耳机 X7,278,1768,2024/5/4,耳机,小米,358.15,22.38,521,82.66,深圳,6
OPPO 耳机 X1,920,2532,2024/12/18,耳机,OPPO,1293.62,28.88,762,93.14,上海,18
联想 智能手机 X1,6844,39450,2025/2/7,智能手机,联想,8242.93,16.97,798,94.33,广州,12
联想 平板电脑 X5,2850,5095,2024/3/7,平板电脑,联想,3158.98,9.78,541,82.44,深圳,18
苹果 智能手机 X2,1922,10551,2024/11/25,智能手机,苹果,2512.88,23.51,626,98.42,上海,12
戴尔 智能家居 X7,2533,2714,2024/7/20,智能家居,戴尔,3502.85,27.69,629,94.92,上海,18
联想 笔记本电脑 X9,8828,3528,2024/11/30,笔记本电脑,联想,9922.28,11.03,890,92.07,上海,24
索尼 智能家居 X3,1540,932,2024/6/28,智能家居,索尼,1590.16,3.15,231,81.63,成都,24
三星 智能家居 X8,351,2551,2024/3/28,智能家居,三星,436.54,19.59,354,82.78,上海,18
三星 平板电脑 X10,985,4625,2024/2/9,平板电脑,三星,1101.91,10.61,149,94.36,武汉,6
索尼 智能穿戴 X5,690,955,2025/1/8,智能穿戴,索尼,907.98,24.01,645,96.5,深圳,6
小米 智能穿戴 X4,147,4606,2024/7/22,智能穿戴,小米,218.05,32.59,500,97.34,深圳,18
戴尔 耳机 X2,292,1364,2024/5/23,耳机,戴尔,334.27,12.65,447,98.96,成都,12
三星 智能家居 X3,4381,940,2025/1/14,智能家居,三星,6571.26,33.33,52,87.89,杭州,6
联想 笔记本电脑 X4,8265,16354,2024/5/31,笔记本电脑,联想,8637.28,4.31,517,88.52,杭州,12
飞利浦 智能手机 X5,1529,13243,2024/11/9,智能手机,飞利浦,2190.17,30.19,674,84.05,上海,18
三星 平板电脑 X1,7321,7321,2024/8/6,平板电脑,三星,9876.21,25.87,589,92.22,杭州,24
联想 平板电脑 X9,6685,4672,2024/11/20,平板电脑,联想,9929.34,32.67,564,94.78,杭州,24
华为 智能穿戴 X2,376,3052,2024/9/28,智能穿戴,华为,460.6,18.37,571,87.2,广州,12
苹果 投影仪 X1,5727,1593,2024/11/23,投影仪,苹果,8405.38,31.87,982,86.11,杭州,24
OPPO 智能穿戴 X4,635,3015,2024/12/3,智能穿戴,OPPO,662.64,4.17,747,90.58,武汉,24
苹果 智能手机 X2,1079,29331,2024/5/12,智能手机,苹果,1245.12,13.34,70,87.08,成都,18
OPPO 智能家居 X4,3840,2802,2024/6/8,智能家居,OPPO,4839.42,20.65,667,91.79,北京,18
联想 电视 X10,13968,9038,2024/7/25,电视,联想,14800.66,5.63,602,98.75,武汉,12
飞利浦 平板电脑 X7,2307,5627,2024/7/17,平板电脑,飞利浦,3379.17,31.73,596,92.21,深圳,18
三星 智能家居 X6,824,1331,2025/1/2,智能家居,三星,972.73,15.29,446,83.62,杭州,12
飞利浦 电视 X7,1128,1124,2025/1/28,电视,飞利浦,1187.16,4.98,580,90.86,上海,24
联想 笔记本电脑 X9,7019,8571,2024/6/30,笔记本电脑,联想,7233.5,2.97,370,95.39,成都,18
华为 智能家居 X1,464,648,2024/9/18,智能家居,华为,572.83,19,923,91.28,武汉,6
苹果 笔记本电脑 X8,3032,16750,2024/4/9,笔记本电脑,苹果,3926.51,22.78,901,86.83,成都,6
飞利浦 投影仪 X6,2245,3308,2024/2/9,投影仪,飞利浦,2397,6.34,112,87.7,武汉,12
小米 平板电脑 X7,2964,2890,2024/6/26,平板电脑,小米,3629.76,18.34,520,82.32,杭州,24
海尔 智能家居 X4,4959,534,2024/6/4,智能家居,海尔,6466.87,23.32,184,88.94,成都,24
海尔 智能家居 X10,504,1602,2024/8/19,智能家居,海尔,670.91,24.88,857,91.9,深圳,18
华为 笔记本电脑 X6,15627,15090,2024/7/22,笔记本电脑,华为,19157.26,18.43,737,90.22,广州,18
三星 平板电脑 X7,1085,1773,2024/9/23,平板电脑,三星,1491.3,27.24,204,96.46,深圳,24
索尼 电视 X2,5925,982,2024/11/16,电视,索尼,6946.09,14.7,26,89.97,武汉,6
索尼 智能手机 X6,8973,7227,2024/12/5,智能手机,索尼,10847.39,17.28,342,97.7,广州,18
OPPO 投影仪 X10,1564,1670,2024/4/2,投影仪,OPPO,2091.34,25.22,435,90.54,上海,6
小米 平板电脑 X4,4701,7399,2024/3/11,平板电脑,小米,5929.26,20.72,576,84.77,上海,18
索尼 投影仪 X8,6145,4555,2024/2/23,投影仪,索尼,6924.07,11.25,621,90.86,上海,24
三星 投影仪 X7,8272,4374,2024/2/25,投影仪,三星,9985.38,17.16,647,98.63,深圳,6
华为 智能家居 X7,2269,1156,2024/3/16,智能家居,华为,2577.4,11.97,336,85.47,武汉,18
索尼 智能家居 X4,2026,2499,2024/8/29,智能家居,索尼,2534.34,20.06,420,97.73,北京,12
索尼 电视 X8,10642,1452,2024/5/21,电视,索尼,10959.99,2.9,445,86.73,成都,24
索尼 智能家居 X8,2931,319,2024/10/15,智能家居,索尼,3309.26,11.43,980,95.59,深圳,18
戴尔 智能手机 X1,4979,17558,2024/8/4,智能手机,戴尔,6094.96,18.31,656,85.03,成都,12
飞利浦 智能穿戴 X5,608,3956,2024/7/5,智能穿戴,飞利浦,859.67,29.28,592,98.8,北京,6
苹果 智能穿戴 X4,336,1320,2024/9/1,智能穿戴,苹果,350.31,4.08,384,94.85,广州,18
戴尔 笔记本电脑 X4,18177,18303,2024/8/19,笔记本电脑,戴尔,19441.84,6.51,655,82.34,上海,12
三星 智能手机 X4,9240,40809,2024/8/26,智能手机,三星,11393.26,18.9,629,81.51,上海,24
索尼 耳机 X2,373,2684,2024/3/23,耳机,索尼,378.38,1.42,910,91.12,杭州,24
戴尔 智能穿戴 X7,386,1698,2024/2/25,智能穿戴,戴尔,391.46,1.39,903,88.75,北京,12
戴尔 平板电脑 X10,6354,8348,2024/10/31,平板电脑,戴尔,9394.06,32.36,945,83.65,武汉,24
华为 耳机 X8,136,2111,2024/2/18,耳机,华为,138.87,2.06,724,91.88,上海,6
小米 智能穿戴 X1,484,1325,2024/7/8,智能穿戴,小米,603.43,19.79,133,83.67,武汉,24
小米 电视 X5,14523,9662,2024/11/1,电视,小米,15611.82,6.97,75,84.73,上海,6
苹果 笔记本电脑 X3,5620,7111,2024/8/3,笔记本电脑,苹果,8196.11,31.43,377,97.37,深圳,12
联想 投影仪 X2,8323,171,2025/2/6,投影仪,联想,9816.12,15.21,687,97.59,深圳,6
苹果 智能穿戴 X2,930,2837,2024/11/28,智能穿戴,苹果,1004.6,7.43,510,80.18,广州,24
小米 智能家居 X9,2895,2625,2024/8/18,智能家居,小米,4066.75,28.81,564,90.73,广州,12
索尼 智能穿戴 X4,587,4239,2024/7/23,智能穿戴,索尼,678.86,13.53,682,82.83,深圳,12
戴尔 投影仪 X5,611,2244,2024/6/22,投影仪,戴尔,739.81,17.41,760,83.94,深圳,18
飞利浦 笔记本电脑 X2,10359,12318,2024/8/17,笔记本电脑,飞利浦,12375.24,16.29,828,88.64,武汉,24
三星 智能手机 X7,6979,17896,2024/8/3,智能手机,三星,7762.24,10.09,249,83.04,上海,18
飞利浦 耳机 X4,766,1260,2024/12/9,耳机,飞利浦,859.94,10.92,903,89.98,杭州,6
小米 投影仪 X5,4946,4029,2024/5/29,投影仪,小米,6255.27,20.93,419,94.12,上海,24
索尼 智能手机 X4,1764,1609,2025/1/25,智能手机,索尼,2425.43,27.27,650,98.27,武汉,24
OPPO 耳机 X8,989,1028,2024/6/21,耳机,OPPO,1375.38,28.09,362,84,成都,24
苹果 智能手机 X7,5542,16709,2024/4/11,智能手机,苹果,7738.51,28.38,179,97.65,成都,6
三星 智能家居 X4,2888,2518,2024/8/17,智能家居,三星,4305.98,32.93,479,94.85,北京,24
戴尔 笔记本电脑 X8,4003,2419,2024/10/11,笔记本电脑,戴尔,4692.08,14.69,524,98.72,深圳,18
联想 笔记本电脑 X2,10497,10579,2024/10/22,笔记本电脑,联想,10916.06,3.84,429,90.17,杭州,12
华为 智能穿戴 X3,399,3148,2024/10/12,智能穿戴,华为,561.9,28.99,621,85.18,上海,6
戴尔 平板电脑 X4,5934,4662,2024/3/29,平板电脑,戴尔,7812.28,24.04,384,96.09,杭州,18
索尼 智能家居 X6,1664,487,2024/9/22,智能家居,索尼,2176.69,23.55,150,83.99,广州,6
联想 平板电脑 X4,5315,4558,2024/8/28,平板电脑,联想,6446.97,17.56,166,94.35,武汉,24
华为 电视 X7,4022,8530,2024/3/17,电视,华为,4715.93,14.71,194,85.74,上海,24
海尔 电视 X8,14437,6730,2024/12/17,电视,海尔,18267.31,20.97,299,80.61,上海,6
华为 平板电脑 X10,987,8818,2025/2/5,平板电脑,华为,1031.39,4.3,78,80.9,成都,12
小米 耳机 X6,100,2978,2024/12/17,耳机,小米,136.27,26.62,535,95.26,广州,6
索尼 投影仪 X9,7089,1245,2024/6/19,投影仪,索尼,9437.93,24.89,679,85.12,杭州,6
华为 智能手机 X7,7815,36013,2024/3/24,智能手机,华为,11543.08,32.3,19,88.57,北京,6
飞利浦 智能手机 X5,3645,23113,2024/8/15,智能手机,飞利浦,5348.53,31.85,985,85.86,杭州,24
戴尔 投影仪 X1,5010,1579,2024/2/20,投影仪,戴尔,6482.3,22.71,467,91.88,上海,12
飞利浦 笔记本电脑 X7,7839,17279,2024/6/14,笔记本电脑,飞利浦,9842.71,20.36,631,96.74,北京,12
索尼 投影仪 X3,4262,4492,2024/10/5,投影仪,索尼,4629.42,7.94,860,82.32,上海,12
联想 智能手机 X1,4534,21493,2024/7/5,智能手机,联想,5179.98,12.47,343,88.51,上海,12
索尼 投影仪 X4,4001,3032,2024/2/19,投影仪,索尼,4657.08,14.09,640,87.19,北京,12
联想 耳机 X3,828,192,2024/3/12,耳机,联想,902.84,8.29,542,90.62,成都,12
三星 电视 X4,12980,5955,2024/5/30,电视,三星,16431.82,21.01,90,83.88,杭州,24
苹果 耳机 X6,212,1658,2024/12/19,耳机,苹果,266.37,20.41,726,97.95,深圳,24
戴尔 耳机 X7,525,1867,2024/12/24,耳机,戴尔,589.58,10.95,581,89.73,上海,24
OPPO 智能手机 X7,6729,1392,2024/12/29,智能手机,OPPO,8654.62,22.25,231,90.93,杭州,18
戴尔 智能家居 X2,1246,1765,2024/7/18,智能家居,戴尔,1549.96,19.61,799,90.51,上海,6
联想 电视 X9,13921,8122,2024/9/2,电视,联想,17417.1,20.07,802,92.99,成都,24
戴尔 智能手机 X3,7341,11767,2024/8/23,智能手机,戴尔,7586.54,3.24,790,83.94,武汉,6
飞利浦 智能手机 X6,2548,9120,2024/8/21,智能手机,飞利浦,2698.2,5.57,371,87.51,杭州,18
飞利浦 智能穿戴 X2,191,978,2024/6/18,智能穿戴,飞利浦,219.8,13.1,999,89.39,北京,18
海尔 电视 X8,3449,3258,2024/9/24,电视,海尔,4839.03,28.73,100,81.86,杭州,6
联想 平板电脑 X6,5257,1580,2024/4/14,平板电脑,联想,6126.54,14.19,722,83.46,深圳,6
飞利浦 笔记本电脑 X5,11632,12634,2024/8/14,笔记本电脑,飞利浦,17387.79,33.1,85,92.93,北京,6
飞利浦 智能家居 X6,1638,1095,2024/5/1,智能家居,飞利浦,2278.92,28.12,616,92.62,杭州,24
海尔 智能手机 X10,9823,28404,2024/6/14,智能手机,海尔,10385.29,5.41,317,91.15,武汉,6
小米 智能家居 X5,4223,1249,2024/6/2,智能家居,小米,4404.67,4.12,337,87.86,广州,24
小米 智能穿戴 X4,374,4997,2024/2/18,智能穿戴,小米,511.18,26.84,13,80.24,北京,24
飞利浦 笔记本电脑 X3,13555,13696,2024/12/2,笔记本电脑,飞利浦,13759.84,1.49,594,92.58,成都,18
苹果 电视 X2,10353,3063,2024/11/23,电视,苹果,13365.99,22.54,395,87.6,广州,6
戴尔 平板电脑 X9,5588,8443,2024/2/14,平板电脑,戴尔,6426.4,13.05,352,88.25,北京,18
海尔 智能穿戴 X10,889,2476,2024/11/13,智能穿戴,海尔,1146.43,22.45,60,98.4,北京,24
联想 耳机 X2,159,746,2024/10/21,耳机,联想,221.01,28.06,18,83.58,武汉,18
索尼 智能手机 X5,8553,17783,2024/6/17,智能手机,索尼,12302.07,30.48,395,83.87,北京,12
苹果 电视 X2,4494,9213,2024/7/24,电视,苹果,6057.08,25.81,305,96.02,杭州,18
苹果 电视 X3,10040,818,2024/4/1,电视,苹果,14299.6,29.79,561,97.18,北京,12
OPPO 智能穿戴 X5,101,644,2024/12/11,智能穿戴,OPPO,116.93,13.62,78,89.1,杭州,6
戴尔 笔记本电脑 X2,8347,16358,2024/10/23,笔记本电脑,戴尔,10727.98,22.19,121,89.8,杭州,24
索尼 智能家居 X6,3929,2324,2024/9/9,智能家居,索尼,4970.11,20.95,769,95.08,成都,12
戴尔 投影仪 X5,9287,4249,2024/6/6,投影仪,戴尔,9951.65,6.68,338,90.51,深圳,12
苹果 投影仪 X10,9090,1498,2024/7/29,投影仪,苹果,11655.5,22.01,662,94.43,杭州,24
戴尔 智能家居 X4,2943,2556,2024/9/29,智能家居,戴尔,3624.45,18.8,288,88.48,杭州,6
海尔 智能家居 X2,634,2442,2024/7/26,智能家居,海尔,928.02,31.68,449,86.8,北京,18
联想 智能穿戴 X10,918,2262,2024/11/20,智能穿戴,联想,994.43,7.69,319,89.84,北京,6
联想 智能穿戴 X5,279,3249,2025/1/20,智能穿戴,联想,364.62,23.48,410,94.55,杭州,24
索尼 投影仪 X2,8106,3390,2024/3/23,投影仪,索尼,11407.41,28.94,195,83.34,上海,6
联想 笔记本电脑 X10,9010,15896,2024/2/21,笔记本电脑,联想,12267.91,26.56,652,83.52,广州,12
三星 智能穿戴 X1,821,1499,2024/5/15,智能穿戴,三星,1218.34,32.61,460,88.11,杭州,24
华为 投影仪 X4,4783,4530,2024/9/6,投影仪,华为,5666.11,15.59,757,90.42,成都,12
